%Timestamp,timestamp_write;timestamp_gotpupil;eyeTrackerTime;normPos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;DigitalOutp3;DigitalOutp4;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
04:52:15:827;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:834;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:836;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:837;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:839;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:841;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:843;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:845;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:847;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:849;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:850;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:851;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:852;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:853;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:853;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:854;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
04:52:15:855;04:52:15:815;1449245291.69;(0.4053683280944824, 0.37386784023708763);72.6640548706;0.65749628123;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
