%Timestamp,timestamp_write;timestamp_gotpupil;eyeTrackerTime;normPos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;DigitalOutp3;DigitalOutp4;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
07:36:25:349;07:36:25:339;1449773537.07;(0.4325822353363037, 0.6323314242892795);58.7454414368;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(0.0, 0.0);
07:36:25:354;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:355;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:355;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:356;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:356;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:356;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:356;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:356;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:357;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:357;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:357;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:357;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:357;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:358;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:358;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:358;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:376;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:392;07:36:25:343;1449773537.14;(0.43297700881958007, 0.6320503234863282);58.4873733521;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:409;07:36:25:403;1449773537.18;(0.4327522277832031, 0.6322906070285373);58.4448280334;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:442;07:36:25:403;1449773537.18;(0.4327522277832031, 0.6322906070285373);58.4448280334;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:458;07:36:25:403;1449773537.18;(0.4327522277832031, 0.6322906070285373);58.4448280334;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:474;07:36:25:472;1449773537.24;(0.43274655342102053, 0.6320851220024957);58.3512611389;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:25:492;07:36:25:472;1449773537.24;(0.43274655342102053, 0.6320851220024957);58.3512611389;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:675;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:676;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:676;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:676;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:676;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:36:27:677;07:36:27:596;1449773539.34;(0.43254361152648924, 0.22676442464192703);18.8233470917;0.631030202107;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
