%Timestamp,timestamp_write;timestamp_gotpupil;eyeTrackerTime;normPos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;DigitalOutp3;DigitalOutp4;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
07:56:57:834;07:56:57:830;1449083580.42;(0.23320162296295166, 0.35347319708930125);57.7240104675;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(0.0, 0.0);
07:56:57:840;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:841;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:841;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:842;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:842;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:842;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:842;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:842;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:843;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:843;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:843;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:843;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:844;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:844;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:845;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:845;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:861;07:56:57:834;1449083580.45;(0.23370611667633057, 0.35373865763346357);58.4401512146;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:895;07:56:57:894;1449083580.48;(0.2336016297340393, 0.3535305447048611);58.5569114685;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:911;07:56:57:894;1449083580.48;(0.2336016297340393, 0.3535305447048611);58.5569114685;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:56:57:928;07:56:57:894;1449083580.48;(0.2336016297340393, 0.3535305447048611);58.5569114685;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
