%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:44:32:808;0;0;0;0;0;0;0;0;();(0.0, 0.0);
11:44:32:835;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:965;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:971;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:977;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:983;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:989;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:32:995;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:225;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:227;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:231;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:234;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:238;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:241;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:245;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:249;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:252;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:255;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:257;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:260;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:262;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:268;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:271;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:285;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:301;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:33:318;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:696;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:701;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:709;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:715;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:718;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:720;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:723;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:725;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:727;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:730;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:732;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:734;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:737;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:739;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:741;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:743;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:748;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:751;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:755;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:765;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:781;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:814;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:831;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:848;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:864;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:881;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:914;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:930;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:947;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:964;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:38:981;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:013;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:030;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:046;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:063;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:096;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:113;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:129;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:146;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:162;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:195;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:212;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:229;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:245;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:262;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:295;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:311;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:328;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:344;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:361;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:394;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:411;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:428;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:445;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:461;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:494;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:510;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:527;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:543;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:577;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:593;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:610;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:626;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:643;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:677;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:692;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:709;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:726;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:742;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:778;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:795;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:813;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:830;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:846;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:863;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:896;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:912;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:929;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:945;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:962;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:39:986;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:003;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:036;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:053;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:069;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:087;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:102;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:136;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:152;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:169;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:187;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:204;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:220;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:254;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:270;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:288;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:303;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:336;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:353;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:369;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:386;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:403;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:436;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:452;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:480;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:486;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:503;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:536;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:553;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:569;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:586;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:602;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:636;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:653;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:669;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:685;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:702;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:735;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:44:40:752;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
