%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:58:42:413;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:418;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:423;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:429;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:434;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:438;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:441;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:444;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:447;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:450;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:453;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:456;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:461;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:465;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:468;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:471;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:494;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:511;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:528;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:544;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:561;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:594;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:610;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:635;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:653;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:671;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:688;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:705;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:721;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:754;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:771;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:787;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:806;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:843;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:847;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:863;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:881;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:914;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:931;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:947;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:964;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:42:980;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:016;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:052;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:057;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:070;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:087;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:103;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:136;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:153;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:169;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:186;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:203;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:236;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:265;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:269;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:281;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:315;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:332;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:348;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:365;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:382;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:415;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:432;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:448;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:467;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:485;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:501;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:535;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:551;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:568;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:584;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:618;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:634;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:651;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:668;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:685;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:701;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:734;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:751;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:768;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:784;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:801;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:834;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:850;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:867;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:889;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:908;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:925;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:942;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:975;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:43:992;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:008;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:025;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:041;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:075;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:101;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:107;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:137;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:154;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:178;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:195;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:212;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:228;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:245;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:261;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:295;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:311;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:328;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:344;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:361;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:394;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:411;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:427;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:445;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:477;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:493;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:515;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:532;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:550;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:567;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:583;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:616;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:633;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:649;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:666;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:683;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:716;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:733;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:751;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:768;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:785;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:801;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:846;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:862;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:869;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:896;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:912;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:929;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:945;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:962;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:44:995;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:012;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:028;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:045;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:061;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:094;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:111;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:127;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:144;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:177;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:194;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:211;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:227;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:243;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:277;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:293;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:310;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:326;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:343;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:376;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:393;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:409;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:426;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:442;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:475;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:492;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:509;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:525;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:542;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:575;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:591;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:608;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:625;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:641;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:674;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:691;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:707;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:724;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:757;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:774;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:790;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:807;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:823;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:856;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:873;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:890;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:906;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:923;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:956;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:972;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:45:989;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:006;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:022;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:055;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:072;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:088;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:105;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:121;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:155;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:171;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:188;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:204;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:221;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:254;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:271;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:287;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:304;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:337;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:353;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:372;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:388;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:405;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:422;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:455;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:471;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:488;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:505;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:521;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:554;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:571;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:587;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:604;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:637;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:654;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:670;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:687;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:703;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:737;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:753;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:770;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:786;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:803;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:836;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:852;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:869;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:886;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:902;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:935;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:952;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:968;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:46:985;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:002;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:035;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:051;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:071;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:088;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:104;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:121;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:154;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:171;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:187;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:204;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:237;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:254;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:271;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:287;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:305;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:337;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:354;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:370;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:387;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:403;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:436;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:453;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:470;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:487;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:506;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:523;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:556;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:572;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:589;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:605;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:622;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:655;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:672;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:688;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:706;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:722;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:755;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:772;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:788;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:805;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:822;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:855;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:871;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:889;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:904;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:921;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:954;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:971;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:47:987;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:48:004;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:48:037;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:48:054;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:48:070;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:58:48:087;2;07,83;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
