%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:25:56:697;0;0;;0;;0;0;;();(0.0, 0.0);
11:25:56:727;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:56:797;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:56:802;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:56:808;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:012;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:014;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:018;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:022;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:026;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:028;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:032;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:036;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:038;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:042;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:044;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:051;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:053;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:084;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:101;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:117;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:134;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:150;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:188;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:204;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:25:57:212;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:597;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:602;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:608;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:614;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:620;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:627;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:630;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:633;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:636;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:640;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:643;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:646;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:649;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:652;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:655;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:658;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:664;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:667;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:670;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:674;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:680;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:713;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:730;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:747;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:763;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:780;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:813;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:829;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:849;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:866;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:883;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:899;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:932;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:949;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:966;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:02:982;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:015;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:033;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:051;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:068;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:084;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:101;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:134;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:150;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:167;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:184;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:200;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:233;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:250;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:267;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:283;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:300;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:333;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:349;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:366;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:382;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:415;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:432;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:26:03:449;0;0;;0;;0;0;;();(-2000.0, -2000.0);
