%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
12:14:14:836;1448062212.22;(0.372310471534729, 0.6392592748006185);62.2346496582;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(0.0, 0.0);
12:14:14:843;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:847;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:849;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:852;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:854;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:857;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:859;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:862;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:864;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:866;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:869;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:871;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:873;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:874;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:875;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:877;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
12:14:14:878;12:14:14:827;1448062212.3;(0.13157768845558165, 0.607374021742079);21.3168182373;0.817917318648;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
