%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
10:03:12:945;;;;;;;;;;;;;;10:03:12:920;1447966990.86;(0.5695912361145019, 0.41015273200141056);70.8447418213;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:12:962;;;;;;;;;;;;;;10:03:12:953;1447966990.89;(0.5699958801269531, 0.410452397664388);70.6435241699;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:12:995;;;;;;;;;;;;;;10:03:12:988;1447966990.93;(0.570081090927124, 0.4106319427490235);70.7479629517;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:13:036;;;;;;;;;;;;;;10:03:13:020;1447966990.96;(0.5700627326965332, 0.41064143710666234);70.7090835571;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:13:038;;;;;;;;;;;;;;10:03:13:020;1447966990.96;(0.5700627326965332, 0.41064143710666234);70.7090835571;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:038;;;;;;;;;;;;;;10:03:18:004;1447966995.96;(0.6003909111022949, 0.3907168918185764);68.9652023315;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:040;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:042;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:044;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:046;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:048;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:050;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:052;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:054;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:056;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:058;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:059;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:061;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:063;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:064;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:066;;;;;;;;;;;;;;10:03:18:040;1447966995.99;(0.6000953674316406, 0.39086367289225266);68.6019287109;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:074;;;;;;;;;;;;;;10:03:18:072;1447966996.03;(0.5997578144073487, 0.39093157450358074);68.5060424805;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:078;;;;;;;;;;;;;;10:03:18:072;1447966996.03;(0.5997578144073487, 0.39093157450358074);68.5060424805;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:081;;;;;;;;;;;;;;10:03:18:072;1447966996.03;(0.5997578144073487, 0.39093157450358074);68.5060424805;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:096;;;;;;;;;;;;;;10:03:18:072;1447966996.03;(0.5997578144073487, 0.39093157450358074);68.5060424805;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:112;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:145;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:161;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:187;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:228;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:230;;;;;;;;;;;;;;10:03:18:103;1447966996.06;(0.5991600513458252, 0.3909393734402127);68.1914367676;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:272;;;;;;;;;;;;;;10:03:18:272;1447966996.23;(0.567531967163086, 0.4208696577284071);66.8505630493;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:274;;;;;;;;;;;;;;10:03:18:272;1447966996.23;(0.567531967163086, 0.4208696577284071);66.8505630493;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:276;;;;;;;;;;;;;;10:03:18:272;1447966996.23;(0.567531967163086, 0.4208696577284071);66.8505630493;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:353;;;;;;;;;;;;;;10:03:18:340;1447966996.29;(0.5677015781402588, 0.4210988362630208);67.0946578979;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:355;;;;;;;;;;;;;;10:03:18:340;1447966996.29;(0.5677015781402588, 0.4210988362630208);67.0946578979;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:358;;;;;;;;;;;;;;10:03:18:340;1447966996.29;(0.5677015781402588, 0.4210988362630208);67.0946578979;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:360;;;;;;;;;;;;;;10:03:18:340;1447966996.29;(0.5677015781402588, 0.4210988362630208);67.0946578979;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:397;;;;;;;;;;;;;;10:03:18:372;1447966996.33;(0.5679248809814453, 0.42121132744683165);67.0636978149;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:399;;;;;;;;;;;;;;10:03:18:372;1447966996.33;(0.5679248809814453, 0.42121132744683165);67.0636978149;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:440;;;;;;;;;;;;;;10:03:18:439;1447966996.39;(0.5581035137176513, 0.42540545993381074);67.0419311523;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:443;;;;;;;;;;;;;;10:03:18:439;1447966996.39;(0.5581035137176513, 0.42540545993381074);67.0419311523;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:482;;;;;;;;;;;;;;10:03:18:476;1447966996.43;(0.5583754062652588, 0.42558161417643225);66.9208908081;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:484;;;;;;;;;;;;;;10:03:18:476;1447966996.43;(0.5583754062652588, 0.42558161417643225);66.9208908081;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:504;;;;;;;;;;;;;;10:03:18:476;1447966996.43;(0.5583754062652588, 0.42558161417643225);66.9208908081;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:565;;;;;;;;;;;;;;10:03:18:543;1447966996.49;(0.5593470096588135, 0.4261349572075738);67.354095459;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:568;;;;;;;;;;;;;;10:03:18:543;1447966996.49;(0.5593470096588135, 0.4261349572075738);67.354095459;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:571;;;;;;;;;;;;;;10:03:18:543;1447966996.49;(0.5593470096588135, 0.4261349572075738);67.354095459;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:605;;;;;;;;;;;;;;10:03:18:575;1447966996.53;(0.5598424434661865, 0.42598321702745223);67.3409347534;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:607;;;;;;;;;;;;;;10:03:18:575;1447966996.53;(0.5598424434661865, 0.42598321702745223);67.3409347534;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:642;;;;;;;;;;;;;;10:03:18:608;1447966996.56;(0.560349988937378, 0.425282457139757);67.5015258789;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:644;;;;;;;;;;;;;;10:03:18:608;1447966996.56;(0.560349988937378, 0.425282457139757);67.5015258789;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:659;;;;;;;;;;;;;;10:03:18:608;1447966996.56;(0.560349988937378, 0.425282457139757);67.5015258789;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:680;;;;;;;;;;;;;;10:03:18:675;1447966996.59;(0.5738239288330078, 0.41791534423828125);71.5814743042;0.933229426894;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:719;;;;;;;;;;;;;;10:03:18:708;1447966996.65;(0.5835643768310547, 0.4126562330457899);68.2175674438;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:721;;;;;;;;;;;;;;10:03:18:708;1447966996.65;(0.5835643768310547, 0.4126562330457899);68.2175674438;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:795;;;;;;;;;;;;;;10:03:18:776;1447966996.73;(0.584117078781128, 0.41233100891113283);68.7972335815;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:797;;;;;;;;;;;;;;10:03:18:776;1447966996.73;(0.584117078781128, 0.41233100891113283);68.7972335815;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:799;;;;;;;;;;;;;;10:03:18:776;1447966996.73;(0.584117078781128, 0.41233100891113283);68.7972335815;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:18:801;;;;;;;;;;;;;;10:03:18:776;1447966996.73;(0.584117078781128, 0.41233100891113283);68.7972335815;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:263;10:03:19:260;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:265;10:03:19:265;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:269;10:03:19:269;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:272;10:03:19:272;0;3;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:275;10:03:19:275;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:278;10:03:19:278;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:279;10:03:19:279;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:243;1447966997.19;(0.5650452613830567, 0.4217920091417101);70.149597168;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:282;10:03:19:282;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:284;10:03:19:284;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:285;10:03:19:285;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:288;10:03:19:288;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:289;10:03:19:289;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:292;10:03:19:292;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:294;10:03:19:294;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:296;10:03:19:296;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:298;10:03:19:298;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:303;10:03:19:303;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:305;10:03:19:305;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:309;10:03:19:309;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:280;1447966997.23;(0.5769944667816163, 0.4175526512993707);70.8010559082;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:336;10:03:19:336;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:312;1447966997.26;(0.5774462223052979, 0.41713523864746094);70.3254013062;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:353;10:03:19:353;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:344;1447966997.29;(0.5773893833160401, 0.4175331115722656);69.9830322266;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:369;10:03:19:369;0;5;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:344;1447966997.29;(0.5773893833160401, 0.4175331115722656);69.9830322266;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:386;10:03:19:386;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:379;1447966997.33;(0.5769872188568115, 0.41770193311903214);69.9075317383;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:410;10:03:19:410;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:379;1447966997.33;(0.5769872188568115, 0.41770193311903214);69.9075317383;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:432;10:03:19:432;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:411;1447966997.36;(0.5765419483184815, 0.41801558600531685);69.8001785278;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:450;10:03:19:450;0;0;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:443;1447966997.39;(0.5762758255004883, 0.4183742947048611);69.6852264404;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:467;10:03:19:467;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:443;1447966997.39;(0.5762758255004883, 0.4183742947048611);69.6852264404;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:557;10:03:19:557;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:544;1447966997.49;(0.5756598949432373, 0.41885032653808596);69.0587997437;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:559;10:03:19:559;0;14;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:544;1447966997.49;(0.5756598949432373, 0.41885032653808596);69.0587997437;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:562;10:03:19:562;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:544;1447966997.49;(0.5756598949432373, 0.41885032653808596);69.0587997437;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:565;10:03:19:565;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:544;1447966997.49;(0.5756598949432373, 0.41885032653808596);69.0587997437;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:594;10:03:19:594;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:580;1447966997.53;(0.575239896774292, 0.4188014560275608);68.8464813232;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:596;10:03:19:596;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:580;1447966997.53;(0.575239896774292, 0.4188014560275608);68.8464813232;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:632;10:03:19:632;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:612;1447966997.56;(0.5750611782073974, 0.4188232845730252);68.8038635254;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:634;10:03:19:634;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:612;1447966997.56;(0.5750611782073974, 0.4188232845730252);68.8038635254;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:669;10:03:19:669;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:644;1447966997.59;(0.5749327659606933, 0.41893942091200087);68.7761383057;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:672;10:03:19:672;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:644;1447966997.59;(0.5749327659606933, 0.41893942091200087);68.7761383057;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:700;10:03:19:700;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:679;1447966997.63;(0.5748031616210938, 0.4190980275472005);68.9436035156;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:732;10:03:19:732;0;4;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:711;1447966997.66;(0.5749364376068116, 0.41885452270507817);68.9897537231;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:736;10:03:19:736;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:711;1447966997.66;(0.5749364376068116, 0.41885452270507817);68.9897537231;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:765;10:03:19:765;0;5;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:744;1447966997.69;(0.5751359939575196, 0.418663830227322);68.9555740356;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:767;10:03:19:767;0;0;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:744;1447966997.69;(0.5751359939575196, 0.418663830227322);68.9555740356;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:801;10:03:19:801;0;15;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:780;1447966997.73;(0.5753705978393555, 0.4188272264268663);68.9936981201;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:818;10:03:19:817;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:811;1447966997.76;(0.5753828048706054, 0.41891814337836375);69.0925827026;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:839;10:03:19:838;0;9;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:811;1447966997.76;(0.5753828048706054, 0.41891814337836375);69.0925827026;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:869;10:03:19:869;0;8;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:847;1447966997.79;(0.5781798362731934, 0.4164128621419271);69.8880310059;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:872;10:03:19:872;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:847;1447966997.79;(0.5781798362731934, 0.4164128621419271);69.8880310059;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:931;10:03:19:931;0;0;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:912;1447966997.86;(0.582181978225708, 0.41269645690917967);69.49949646;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:934;10:03:19:934;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:912;1447966997.86;(0.582181978225708, 0.41269645690917967);69.49949646;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:937;10:03:19:937;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:912;1447966997.86;(0.582181978225708, 0.41269645690917967);69.49949646;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:967;10:03:19:967;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:948;1447966997.89;(0.5823934555053711, 0.4126255459255642);69.4853210449;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:19:971;10:03:19:971;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:948;1447966997.89;(0.5823934555053711, 0.4126255459255642);69.4853210449;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:03:20:004;10:03:20:004;0;10;-1.5;1;0;0;0;0;1;1;1;1;10:03:19:980;1447966997.93;(0.5824927806854248, 0.4125821855333116);69.3989028931;1.0;2;0;0;;0;0;();();(-2000.0, -2000.0);
