%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:43:46:517;0;0;0;0;0;0;0;0;();(0.0, 0.0);
11:43:46:542;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:616;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:622;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:628;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:937;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:939;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:942;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:945;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:948;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:950;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:953;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:956;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:958;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:961;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:963;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:966;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:968;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:970;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:972;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:975;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:982;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:985;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:46:998;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:47:025;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:47:028;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:419;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:424;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:429;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:433;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:439;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:444;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:450;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:457;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:459;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:461;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:463;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:466;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:468;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:470;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:472;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:475;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:479;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:482;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:485;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:496;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:512;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:529;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:545;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:579;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:595;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:612;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:628;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:645;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:678;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:695;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:711;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:728;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:761;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:777;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:794;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:811;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:827;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:866;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:870;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:899;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:915;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:932;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:949;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:965;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:52:998;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:015;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:031;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:048;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:065;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:098;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:114;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:131;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:147;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:181;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:197;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:214;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:230;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:247;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:288;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:293;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:305;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:338;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:355;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:372;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:388;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:405;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:438;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:454;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:471;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:43:53:487;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
