%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
11:00:09:422;1448057766.82;(0.5383328437805176, 0.6858750237358942);68.6494598389;0.688218398319;;;;;;;;;;;;;;0;0;0;;0;0;();();(0.0, 0.0);
11:00:14:709;11:00:14:670;1448057772.16;(0.5353471755981445, 0.7033949534098307);68.478225708;0.994623899011;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:721;11:00:14:670;1448057772.16;(0.5353471755981445, 0.7033949534098307);68.478225708;0.994623899011;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:729;11:00:14:670;1448057772.16;(0.5353471755981445, 0.7033949534098307);68.478225708;0.994623899011;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:735;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:740;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:744;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:749;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:752;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:754;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:756;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:758;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:760;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:763;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:765;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:767;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:769;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:771;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:776;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:779;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:781;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:783;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:793;11:00:14:735;1448057772.22;(0.5355923175811768, 0.7038415273030598);67.7739181519;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:826;11:00:14:806;1448057772.29;(0.5357306480407715, 0.7036163753933377);67.3246002197;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:843;11:00:14:806;1448057772.29;(0.5357306480407715, 0.7036163753933377);67.3246002197;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:859;11:00:14:806;1448057772.29;(0.5357306480407715, 0.7036163753933377);67.3246002197;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:876;11:00:14:872;1448057772.32;(0.5358763694763183, 0.7034643809000651);67.0164794922;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:893;11:00:14:876;1448057772.36;(0.5356468200683594, 0.7033015569051106);66.9964141846;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:926;11:00:14:876;1448057772.36;(0.5356468200683594, 0.7033015569051106);66.9964141846;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:943;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:958;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:975;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:14:992;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:025;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:042;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:059;11:00:14:934;1448057772.42;(0.5356648445129395, 0.7040958404541016);66.6499404907;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:075;11:00:15:067;1448057772.56;(0.5426724433898926, 0.7090023676554362);66.6120605469;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:092;11:00:15:067;1448057772.56;(0.5426724433898926, 0.7090023676554362);66.6120605469;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:124;11:00:15:067;1448057772.56;(0.5426724433898926, 0.7090023676554362);66.6120605469;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:141;11:00:15:135;1448057772.62;(0.2707850933074951, 0.6983087751600477);18.246717453;0.906657130674;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:157;11:00:15:135;1448057772.62;(0.2707850933074951, 0.6983087751600477);18.246717453;0.906657130674;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:174;11:00:15:135;1448057772.62;(0.2707850933074951, 0.6983087751600477);18.246717453;0.906657130674;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:190;11:00:15:135;1448057772.62;(0.2707850933074951, 0.6983087751600477);18.246717453;0.906657130674;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:224;11:00:15:202;1448057772.66;(0.530734634399414, 0.6781412760416667);66.7949676514;0.994484069307;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:240;11:00:15:202;1448057772.66;(0.530734634399414, 0.6781412760416667);66.7949676514;0.994484069307;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:256;11:00:15:202;1448057772.66;(0.530734634399414, 0.6781412760416667);66.7949676514;0.994484069307;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:273;11:00:15:273;1448057772.76;(0.5298343181610108, 0.6776293012830946);66.8155593872;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:307;11:00:15:273;1448057772.76;(0.5298343181610108, 0.6776293012830946);66.8155593872;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:323;11:00:15:273;1448057772.76;(0.5298343181610108, 0.6776293012830946);66.8155593872;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:339;11:00:15:334;1448057772.82;(0.529897928237915, 0.678049914042155);67.1878967285;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:357;11:00:15:334;1448057772.82;(0.529897928237915, 0.678049914042155);67.1878967285;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:373;11:00:15:334;1448057772.82;(0.529897928237915, 0.678049914042155);67.1878967285;1.0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:921;11:00:15:866;1448057773.36;(0.5389288425445556, 0.6608935250176324);66.3286590576;1.0;11:00:15:920;0;9;0.196774193548387;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:924;11:00:15:866;1448057773.36;(0.5389288425445556, 0.6608935250176324);66.3286590576;1.0;11:00:15:924;0;9;0.196774193548387;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:926;11:00:15:866;1448057773.36;(0.5389288425445556, 0.6608935250176324);66.3286590576;1.0;11:00:15:926;0;9;0.196774193548387;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:928;11:00:15:866;1448057773.36;(0.5389288425445556, 0.6608935250176324);66.3286590576;1.0;11:00:15:928;0;9;0.196774193548387;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:931;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:931;0;9;0.196774193548387;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:933;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:933;0;13;0.2;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:937;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:937;0;7;1.19354838709677;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:941;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:941;0;15;0.819354838709677;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:946;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:946;0;15;0.819354838709677;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:952;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:952;0;3;0.248387096774193;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:957;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:956;0;9;-0.470967741935484;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:961;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:961;0;9;-0.470967741935484;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:965;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:965;0;9;-0.470967741935484;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:967;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:967;0;5;-0.390322580645161;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:969;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:969;0;5;-0.390322580645161;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:971;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:971;0;5;-0.390322580645161;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:973;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:973;0;15;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:978;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:978;0;15;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:980;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:980;0;15;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:983;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:983;0;15;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:15:995;11:00:15:929;1448057773.39;(0.5386628150939942, 0.6606609556410048);66.3438873291;1.0;11:00:15:995;0;4;0.0483870967741935;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:011;11:00:15:998;1448057773.49;(0.6670712471008301, 0.43478893703884547);33.3974609375;0.701158466648;11:00:16:011;0;9;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:028;11:00:15:998;1448057773.49;(0.6670712471008301, 0.43478893703884547);33.3974609375;0.701158466648;11:00:16:028;0;9;-0.00645161290322593;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:061;11:00:15:998;1448057773.49;(0.6670712471008301, 0.43478893703884547);33.3974609375;0.701158466648;11:00:16:061;0;10;1.10322580645161;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:078;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:078;0;10;-1.27096774193548;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:095;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:095;0;15;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:111;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:111;0;6;-1.33548387096774;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:143;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:143;0;15;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:161;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:161;0;4;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:178;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:178;0;9;-0.0516129032258066;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:193;11:00:16:062;1448057773.52;(0.3754990816116333, 0.5536187065972222);34.1646575928;0.721562114481;11:00:16:193;0;4;0.980645161290323;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:210;11:00:16:198;1448057773.67;(0.5408074855804443, 0.6213340123494466);65.5140762329;1.0;11:00:16:210;0;10;1.78064516129032;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:243;11:00:16:198;1448057773.67;(0.5408074855804443, 0.6213340123494466);65.5140762329;1.0;11:00:16:243;0;10;1.77741935483871;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:259;11:00:16:198;1448057773.67;(0.5408074855804443, 0.6213340123494466);65.5140762329;1.0;11:00:16:259;0;4;1.77741935483871;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:276;11:00:16:262;1448057773.72;(0.5407655715942383, 0.6221453984578451);65.502456665;1.0;11:00:16:276;0;9;0.977419354838709;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:293;11:00:16:262;1448057773.72;(0.5407655715942383, 0.6221453984578451);65.502456665;1.0;11:00:16:293;0;6;0.0516129032258064;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:309;11:00:16:262;1448057773.72;(0.5407655715942383, 0.6221453984578451);65.502456665;1.0;11:00:16:309;0;10;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:342;11:00:16:333;1448057773.82;(0.5408645153045655, 0.6238284005059136);64.9884643555;1.0;11:00:16:342;0;4;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:359;11:00:16:333;1448057773.82;(0.5408645153045655, 0.6238284005059136);64.9884643555;1.0;11:00:16:359;0;0;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:376;11:00:16:333;1448057773.82;(0.5408645153045655, 0.6238284005059136);64.9884643555;1.0;11:00:16:376;0;10;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:392;11:00:16:333;1448057773.82;(0.5408645153045655, 0.6238284005059136);64.9884643555;1.0;11:00:16:392;0;15;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:408;11:00:16:394;1448057773.86;(0.5407764911651611, 0.6240343305799696);64.9656448364;1.0;11:00:16:408;0;10;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:442;11:00:16:394;1448057773.86;(0.5407764911651611, 0.6240343305799696);64.9656448364;1.0;11:00:16:442;0;9;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:460;11:00:16:394;1448057773.86;(0.5407764911651611, 0.6240343305799696);64.9656448364;1.0;11:00:16:460;0;5;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:475;11:00:16:463;1448057773.96;(0.5400199890136719, 0.6258872985839844);64.4870376587;1.0;11:00:16:475;0;4;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:493;11:00:16:463;1448057773.96;(0.5400199890136719, 0.6258872985839844);64.4870376587;1.0;11:00:16:493;0;15;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:509;11:00:16:463;1448057773.96;(0.5400199890136719, 0.6258872985839844);64.4870376587;1.0;11:00:16:509;0;15;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:541;11:00:16:530;1448057774.02;(0.5420161724090576, 0.6245893902248807);65.0612716675;1.0;11:00:16:541;0;4;-1.5;1;0.0977517106549365;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:559;11:00:16:530;1448057774.02;(0.5420161724090576, 0.6245893902248807);65.0612716675;1.0;11:00:16:559;0;15;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:574;11:00:16:530;1448057774.02;(0.5420161724090576, 0.6245893902248807);65.0612716675;1.0;11:00:16:574;0;4;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:592;11:00:16:530;1448057774.02;(0.5420161724090576, 0.6245893902248807);65.0612716675;1.0;11:00:16:592;0;15;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:00:16:607;11:00:16:607;1448057774.09;(0.5414223194122314, 0.62665892706977);65.2107849121;1.0;11:00:16:607;0;5;-1.5;1;0.293255131964809;0;0;0;1;1;1;1;2;0;0;;0;0;();();(-2000.0, -2000.0);
