%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
08:07:05:853;;;;;;;;;;;;;;1447960023.61;(0.2978031635284424, 0.25628077189127607);26.557062149;1.0;2;0;0;0;0;();(0.0, 0.0);
08:07:05:864;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:868;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:871;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:875;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:879;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:882;;;;;;;;;;;;;;08:07:05:843;1447960023.68;(0.29764466285705565, 0.25638834635416663);26.8527736664;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:885;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:888;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:892;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:893;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:895;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:899;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:902;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:07:05:905;;;;;;;;;;;;;;08:07:05:883;1447960023.75;(0.297623610496521, 0.256313239203559);26.4730644226;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
