%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
10:55:15:798;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(0.0, 0.0);
10:55:15:817;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:820;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:822;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:824;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:826;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:827;10:55:15:760;1448057473.2;(0.2703093528747559, 0.5084488338894314);36.9628448486;0.852720251804;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:829;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:831;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:833;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:835;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:837;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:839;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:841;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:843;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:844;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:882;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:884;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:886;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:887;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:889;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:891;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:892;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:894;10:55:15:828;1448057473.26;(0.27846560478210447, 0.5135228474934896);36.8145027161;0.893331168069;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:896;10:55:15:896;1448057473.3;(0.27877304553985593, 0.5185821957058376);36.9327735901;0.959148579838;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:898;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:899;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:901;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:903;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:904;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:906;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:908;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:15:909;10:55:15:896;1448057473.35;(0.2818194627761841, 0.540528827243381);37.0116729736;0.884504172256;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:566;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:570;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:574;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:576;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:578;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:581;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:583;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
10:55:21:586;10:55:21:536;1448057479.01;(0.28531081676483155, 0.5932740105523003);35.4440383911;0.887802879426;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
