%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
06:40:33:963;06:40:33:953;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:33:914;1447954831.69;(0.32066256999969484, 0.2425971984863281);26.543636322;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:33:976;06:40:33:976;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:33:963;1447954831.76;(0.3208388566970825, 0.2429721408420139);26.2705383301;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:33:994;06:40:33:994;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:33:963;1447954831.76;(0.3208388566970825, 0.2429721408420139);26.2705383301;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:011;06:40:34:010;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:33:963;1447954831.76;(0.3208388566970825, 0.2429721408420139);26.2705383301;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:027;06:40:34:027;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:33:963;1447954831.76;(0.3208388566970825, 0.2429721408420139);26.2705383301;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:044;06:40:34:044;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:039;1447954831.83;(0.32027554512023926, 0.2426693386501736);26.3991279602;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:076;06:40:34:076;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:039;1447954831.83;(0.32027554512023926, 0.2426693386501736);26.3991279602;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:092;06:40:34:092;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:039;1447954831.83;(0.32027554512023926, 0.2426693386501736);26.3991279602;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:109;06:40:34:109;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:039;1447954831.83;(0.32027554512023926, 0.2426693386501736);26.3991279602;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:126;06:40:34:126;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:122;1447954831.89;(0.32089316844940186, 0.24301952785915804);26.820110321;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:142;06:40:34:142;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:122;1447954831.89;(0.32089316844940186, 0.24301952785915804);26.820110321;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:158;06:40:34:158;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:122;1447954831.89;(0.32089316844940186, 0.24301952785915804);26.820110321;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:192;06:40:34:192;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:167;1447954831.96;(0.3206232786178589, 0.24318050808376734);26.2628288269;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:216;06:40:34:216;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:167;1447954831.96;(0.3206232786178589, 0.24318050808376734);26.2628288269;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:233;06:40:34:233;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:167;1447954831.96;(0.3206232786178589, 0.24318050808376734);26.2628288269;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:250;06:40:34:250;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:247;1447954832.03;(0.3205979108810425, 0.24316914876302087);26.3412246704;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:281;06:40:34:281;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:247;1447954832.03;(0.3205979108810425, 0.24316914876302087);26.3412246704;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:284;06:40:34:283;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:247;1447954832.03;(0.3205979108810425, 0.24316914876302087);26.3412246704;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:300;06:40:34:299;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:290;1447954832.09;(0.32050466537475586, 0.24302605523003473);26.5984230042;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:333;06:40:34:333;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:290;1447954832.09;(0.32050466537475586, 0.24302605523003473);26.5984230042;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:349;06:40:34:349;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:290;1447954832.09;(0.32050466537475586, 0.24302605523003473);26.5984230042;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:366;06:40:34:366;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:290;1447954832.09;(0.32050466537475586, 0.24302605523003473);26.5984230042;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:383;06:40:34:382;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:370;1447954832.16;(0.3208251714706421, 0.2426341586642795);25.9450588226;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:399;06:40:34:399;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:370;1447954832.16;(0.3208251714706421, 0.2426341586642795);25.9450588226;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:420;06:40:34:420;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:370;1447954832.16;(0.3208251714706421, 0.2426341586642795);25.9450588226;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:448;06:40:34:448;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:370;1447954832.16;(0.3208251714706421, 0.2426341586642795);25.9450588226;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:466;06:40:34:466;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:454;1447954832.23;(0.32067389488220216, 0.2428656684027778);25.8447933197;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:498;06:40:34:498;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:494;1447954832.29;(0.32066476345062256, 0.2429918077256944);26.4585952759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:501;06:40:34:501;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:494;1447954832.29;(0.32066476345062256, 0.2429918077256944);26.4585952759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:532;06:40:34:532;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:494;1447954832.29;(0.32066476345062256, 0.2429918077256944);26.4585952759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:549;06:40:34:549;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:494;1447954832.29;(0.32066476345062256, 0.2429918077256944);26.4585952759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:565;06:40:34:565;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:494;1447954832.29;(0.32066476345062256, 0.2429918077256944);26.4585952759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:582;06:40:34:582;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:578;1447954832.36;(0.3206011295318604, 0.243200937906901);26.7143878937;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:599;06:40:34:599;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:578;1447954832.36;(0.3206011295318604, 0.243200937906901);26.7143878937;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:632;06:40:34:632;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:578;1447954832.36;(0.3206011295318604, 0.243200937906901);26.7143878937;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:648;06:40:34:648;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:578;1447954832.36;(0.3206011295318604, 0.243200937906901);26.7143878937;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:665;06:40:34:665;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:662;1447954832.43;(0.32061033248901366, 0.24311125013563373);26.4555931091;0.991702750332;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:681;06:40:34:681;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:662;1447954832.43;(0.32061033248901366, 0.24311125013563373);26.4555931091;0.991702750332;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:724;06:40:34:724;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:702;1447954832.49;(0.3207204818725586, 0.2430574205186632);25.8992576599;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:726;06:40:34:726;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:702;1447954832.49;(0.3207204818725586, 0.2430574205186632);25.8992576599;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:741;06:40:34:741;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:702;1447954832.49;(0.3207204818725586, 0.2430574205186632);25.8992576599;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:758;06:40:34:758;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:702;1447954832.49;(0.3207204818725586, 0.2430574205186632);25.8992576599;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:791;06:40:34:791;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:786;1447954832.56;(0.32055187225341797, 0.2424929300944011);26.1694278717;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:808;06:40:34:808;0;6;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:786;1447954832.56;(0.32055187225341797, 0.2424929300944011);26.1694278717;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:824;06:40:34:824;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:786;1447954832.56;(0.32055187225341797, 0.2424929300944011);26.1694278717;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:841;06:40:34:841;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:827;1447954832.63;(0.3206939220428467, 0.24306352403428821);25.933588028;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:857;06:40:34:857;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:827;1447954832.63;(0.3206939220428467, 0.24306352403428821);25.933588028;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:891;06:40:34:890;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:827;1447954832.63;(0.3206939220428467, 0.24306352403428821);25.933588028;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:919;06:40:34:918;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:911;1447954832.69;(0.32056727409362795, 0.24282141791449652);26.1114692688;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:921;06:40:34:921;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:911;1447954832.69;(0.32056727409362795, 0.24282141791449652);26.1114692688;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:947;06:40:34:947;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:911;1447954832.69;(0.32056727409362795, 0.24282141791449652);26.1114692688;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:964;06:40:34:964;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:911;1447954832.69;(0.32056727409362795, 0.24282141791449652);26.1114692688;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:980;06:40:34:980;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:911;1447954832.69;(0.32056727409362795, 0.24282141791449652);26.1114692688;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:34:997;06:40:34:997;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:994;1447954832.76;(0.32047457695007325, 0.24335233900282116);25.9573287964;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:030;06:40:35:030;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:34:994;1447954832.76;(0.32047457695007325, 0.24335233900282116);25.9573287964;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:047;06:40:35:047;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:034;1447954832.83;(0.3206432104110718, 0.24340760972764752);26.0626945496;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:063;06:40:35:063;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:034;1447954832.83;(0.3206432104110718, 0.24340760972764752);26.0626945496;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:080;06:40:35:080;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:034;1447954832.83;(0.3206432104110718, 0.24340760972764752);26.0626945496;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:124;06:40:35:124;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:119;1447954832.89;(0.3204900503158569, 0.24286838107638886);26.0229492188;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:127;06:40:35:127;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:119;1447954832.89;(0.3204900503158569, 0.24286838107638886);26.0229492188;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:144;06:40:35:143;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:119;1447954832.89;(0.3204900503158569, 0.24286838107638886);26.0229492188;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:160;06:40:35:160;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:158;1447954832.96;(0.32037878036499023, 0.24337514241536462);26.2734470367;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:193;06:40:35:193;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:158;1447954832.96;(0.32037878036499023, 0.24337514241536462);26.2734470367;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:217;06:40:35:217;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:158;1447954832.96;(0.32037878036499023, 0.24337514241536462);26.2734470367;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:220;06:40:35:220;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:158;1447954832.96;(0.32037878036499023, 0.24337514241536462);26.2734470367;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:251;06:40:35:251;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:242;1447954833.03;(0.32037303447723386, 0.24317762586805558);26.2997226715;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:268;06:40:35:268;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:242;1447954833.03;(0.32037303447723386, 0.24317762586805558);26.2997226715;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:285;06:40:35:284;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:242;1447954833.03;(0.32037303447723386, 0.24317762586805558);26.2997226715;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:301;06:40:35:301;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:242;1447954833.03;(0.32037303447723386, 0.24317762586805558);26.2997226715;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:334;06:40:35:334;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:327;1447954833.09;(0.32068586349487305, 0.24265018039279518);26.3142871857;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:351;06:40:35:351;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:327;1447954833.09;(0.32068586349487305, 0.24265018039279518);26.3142871857;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:368;06:40:35:368;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:366;1447954833.16;(0.32065958976745607, 0.24294781155056422);26.2422599792;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:384;06:40:35:384;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:366;1447954833.16;(0.32065958976745607, 0.24294781155056422);26.2422599792;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:401;06:40:35:401;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:366;1447954833.16;(0.32065958976745607, 0.24294781155056422);26.2422599792;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:417;06:40:35:417;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:366;1447954833.16;(0.32065958976745607, 0.24294781155056422);26.2422599792;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:459;06:40:35:459;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:450;1447954833.23;(0.32065458297729493, 0.24322840372721355);26.2930316925;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:462;06:40:35:462;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:450;1447954833.23;(0.32065458297729493, 0.24322840372721355);26.2930316925;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:478;06:40:35:478;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:450;1447954833.23;(0.32065458297729493, 0.24322840372721355);26.2930316925;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:511;06:40:35:511;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:490;1447954833.29;(0.32038695812225343, 0.24276614718967016);26.0445327759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:545;06:40:35:545;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:490;1447954833.29;(0.32038695812225343, 0.24276614718967016);26.0445327759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:547;06:40:35:547;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:490;1447954833.29;(0.32038695812225343, 0.24276614718967016);26.0445327759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:561;06:40:35:561;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:490;1447954833.29;(0.32038695812225343, 0.24276614718967016);26.0445327759;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:588;06:40:35:588;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:574;1447954833.36;(0.32068960666656493, 0.24295103285047748);26.4167251587;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:605;06:40:35:605;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:574;1447954833.36;(0.32068960666656493, 0.24295103285047748);26.4167251587;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:621;06:40:35:621;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:574;1447954833.36;(0.32068960666656493, 0.24295103285047748);26.4167251587;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:638;06:40:35:638;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:574;1447954833.36;(0.32068960666656493, 0.24295103285047748);26.4167251587;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:671;06:40:35:671;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:658;1447954833.43;(0.3206850290298462, 0.24276843600802955);26.3355808258;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:687;06:40:35:687;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:658;1447954833.43;(0.3206850290298462, 0.24276843600802955);26.3355808258;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:704;06:40:35:704;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:698;1447954833.49;(0.3209206581115723, 0.2426886664496528);26.2015724182;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:721;06:40:35:721;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:698;1447954833.49;(0.3209206581115723, 0.2426886664496528);26.2015724182;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:761;06:40:35:761;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:698;1447954833.49;(0.3209206581115723, 0.2426886664496528);26.2015724182;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:763;06:40:35:763;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:698;1447954833.49;(0.3209206581115723, 0.2426886664496528);26.2015724182;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:777;06:40:35:777;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:698;1447954833.49;(0.3209206581115723, 0.2426886664496528);26.2015724182;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:811;06:40:35:810;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:783;1447954833.56;(0.3208936214447021, 0.24307564629448786);26.3635425568;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:827;06:40:35:827;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:822;1447954833.63;(0.32109942436218264, 0.24347941080729163);27.0178146362;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:844;06:40:35:844;0;11;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:822;1447954833.63;(0.32109942436218264, 0.24347941080729163);27.0178146362;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:860;06:40:35:860;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:822;1447954833.63;(0.32109942436218264, 0.24347941080729163);27.0178146362;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:893;06:40:35:893;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:822;1447954833.63;(0.32109942436218264, 0.24347941080729163);27.0178146362;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:910;06:40:35:910;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:907;1447954833.69;(0.32071881294250487, 0.24267086452907982);26.0975093842;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:926;06:40:35:926;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:907;1447954833.69;(0.32071881294250487, 0.24267086452907982);26.0975093842;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:943;06:40:35:943;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:907;1447954833.69;(0.32071881294250487, 0.24267086452907982);26.0975093842;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:982;06:40:35:982;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:907;1447954833.69;(0.32071881294250487, 0.24267086452907982);26.0975093842;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:985;06:40:35:985;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:907;1447954833.69;(0.32071881294250487, 0.24267086452907982);26.0975093842;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:35:998;06:40:35:998;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:35:990;1447954833.76;(0.3207944393157959, 0.2431053161621094);26.409702301;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:033;06:40:36:033;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:030;1447954833.83;(0.3208831787109375, 0.24231363932291672);26.6041545868;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:050;06:40:36:049;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:030;1447954833.83;(0.3208831787109375, 0.24231363932291672);26.6041545868;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:066;06:40:36:066;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:030;1447954833.83;(0.3208831787109375, 0.24231363932291672);26.6041545868;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:083;06:40:36:083;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:030;1447954833.83;(0.3208831787109375, 0.24231363932291672);26.6041545868;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:099;06:40:36:099;0;4;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:030;1447954833.83;(0.3208831787109375, 0.24231363932291672);26.6041545868;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:132;06:40:36:132;0;5;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:114;1447954833.89;(0.32056198120117185, 0.24230033026801212);26.1610450745;0.987407562742;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:149;06:40:36:149;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:114;1447954833.89;(0.32056198120117185, 0.24230033026801212);26.1610450745;0.987407562742;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:178;06:40:36:178;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:154;1447954833.96;(0.320804500579834, 0.243123033311632);26.4707164764;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:181;06:40:36:181;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:154;1447954833.96;(0.320804500579834, 0.243123033311632);26.4707164764;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:221;06:40:36:221;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:154;1447954833.96;(0.320804500579834, 0.243123033311632);26.4707164764;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:224;06:40:36:223;0;10;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:154;1447954833.96;(0.320804500579834, 0.243123033311632);26.4707164764;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:238;06:40:36:238;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:154;1447954833.96;(0.320804500579834, 0.243123033311632);26.4707164764;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:272;06:40:36:272;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:239;1447954834.03;(0.32062222957611086, 0.24244571261935766);26.5130748749;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:288;06:40:36:288;0;11;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:239;1447954834.03;(0.32062222957611086, 0.24244571261935766);26.5130748749;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:305;06:40:36:305;0;0;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:239;1447954834.03;(0.32062222957611086, 0.24244571261935766);26.5130748749;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:322;06:40:36:322;0;9;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:239;1447954834.03;(0.32062222957611086, 0.24244571261935766);26.5130748749;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
06:40:36:339;06:40:36:339;0;15;-1.5;1;0;0;0;0;1;1;1;1;06:40:36:324;1447954834.09;(0.3206732749938965, 0.24297968546549475);26.0827064514;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
