%Timestamp,timestamp_write;timestamp_gotpupil;eyeTrackerTime;normPos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;DigitalOutp3;DigitalOutp4;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
07:32:44:732;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:738;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:740;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:742;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:743;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:745;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:747;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:748;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:749;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:750;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:750;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:751;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:752;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:753;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:754;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:754;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:756;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:757;07:32:44:720;1448563721.97;(0.4080773591995239, 0.7126398510403104);52.3336105347;0.807136824248;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:792;07:32:44:781;1448563722.0;(0.4075123071670532, 0.7129872851901584);52.5516662598;0.934509085838;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:810;07:32:44:781;1448563722.0;(0.4075123071670532, 0.7129872851901584);52.5516662598;0.934509085838;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:828;07:32:44:781;1448563722.0;(0.4075123071670532, 0.7129872851901584);52.5516662598;0.934509085838;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:844;07:32:44:781;1448563722.0;(0.4075123071670532, 0.7129872851901584);52.5516662598;0.934509085838;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:861;07:32:44:849;1448563722.07;(0.4065248012542725, 0.7128707673814562);52.7752380371;0.96039991757;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:44:878;07:32:44:849;1448563722.07;(0.4065248012542725, 0.7128707673814562);52.7752380371;0.96039991757;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:50:068;07:32:50:028;1448563727.23;(0.4089745044708252, 0.5929341634114583);20.1030292511;0.846423282578;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:50:070;07:32:50:028;1448563727.23;(0.4089745044708252, 0.5929341634114583);20.1030292511;0.846423282578;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:50:072;07:32:50:028;1448563727.23;(0.4089745044708252, 0.5929341634114583);20.1030292511;0.846423282578;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:50:073;07:32:50:028;1448563727.23;(0.4089745044708252, 0.5929341634114583);20.1030292511;0.846423282578;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
07:32:50:075;07:32:50:028;1448563727.23;(0.4089745044708252, 0.5929341634114583);20.1030292511;0.846423282578;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
