%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
04:28:17:735;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(0.0, 0.0);
04:28:17:739;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:739;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:739;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:740;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:740;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:740;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:740;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:741;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:741;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:741;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:741;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:742;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:742;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:742;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:742;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:765;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:765;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:782;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:815;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:832;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:849;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:865;04:28:17:714;1448034255.75;(0.3913935422897339, 0.741041013929579);19.5445652008;0.937240512594;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:898;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:914;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:930;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:947;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:964;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:17:997;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:18:014;04:28:17:881;1448034255.77;(0.6092602729797363, 0.6456539154052734);70.4888916016;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:18:030;04:28:18:027;1448034255.95;(0.6064366817474365, 0.6532116995917426);70.7050628662;1.0;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:28:18:047;04:28:18:045;1448034256.09;(0.608420991897583, 0.6571158727010091);68.6358795166;0.99627398242;;;;;;;;;;;;;;0;0;0;;0;0;();();(-2000.0, -2000.0);
