%Timestamp,timestamp_write;timestamp_gotpupil;eyeTrackerTime;normPos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;DigitalOutp3;DigitalOutp4;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;calculatedScore;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
10:37:57:228;10:37:57:216;1448877246.01;(0.2793173551559448, 0.5465148078070747);35.638343811;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(0.0, 0.0);
10:37:57:232;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:234;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:234;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:234;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:234;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:234;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:235;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:235;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:235;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:235;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:235;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:236;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:236;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
10:37:57:236;10:37:57:219;1448877246.05;(0.2823266744613647, 0.5475594838460287);35.4915542603;1.0;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
