%Timestamp,timestamp_write;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
04:16:37:070;;;;;;;;;;;;;;2;0;0;0;0;();(0.0, 0.0);
04:16:37:102;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:258;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:268;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:270;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:279;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:283;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:315;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:317;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:852;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:853;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:855;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:856;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:858;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:859;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:861;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:862;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:864;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:867;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:868;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:869;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:872;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:874;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:876;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:878;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:37:879;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:278;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:284;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:289;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:291;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:294;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:296;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:300;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:309;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:312;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:314;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:316;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:318;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:319;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:321;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:322;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:323;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:326;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:329;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:331;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:346;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:363;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:379;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:412;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:429;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:446;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:462;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:479;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:501;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:541;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:543;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:561;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:579;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:612;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:628;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:645;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:662;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:678;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:711;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:737;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:739;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:771;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:787;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:804;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:820;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:837;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:870;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:887;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:903;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:920;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:942;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:960;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:43:977;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:44:010;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:44:027;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:44:043;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
04:16:44:060;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
