%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:39:59:754;0;0;0;0;0;0;0;0;();(0.0, 0.0);
11:39:59:782;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:966;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:972;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:978;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:984;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:989;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:39:59:994;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:000;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:007;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:015;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:247;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:249;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:252;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:255;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:259;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:263;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:267;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:270;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:272;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:275;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:277;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:280;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:282;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:285;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:291;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:00:295;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:689;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:694;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:699;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:704;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:711;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:719;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:724;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:730;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:735;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:740;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:746;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:750;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:755;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:760;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:765;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:769;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:774;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:780;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:783;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:786;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:789;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:797;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:813;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:830;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:863;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:879;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:896;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:913;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:929;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:962;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:979;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:05:995;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:06:012;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:06:029;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:06:062;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
11:40:06:079;0;0;0;0;0;0;0;0;();(-2000.0, -2000.0);
