%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
04:25:36:933;04:25:36:905;1448034094.97;(0.6198883056640625, 0.7112969292534722);68.0679473877;1.0;0;0;0;;0;0;();();(0.0, 0.0);
04:25:36:935;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:935;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:935;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:936;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:937;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:937;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:25:36:937;04:25:36:934;1448034095.0;(0.6197539806365967, 0.7111561881171333);68.2201156616;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
