%Timestamp,timestamp_write;nplanes;listofAirplanesonScreen;lastAction;lastActionDetails;lastActionAirplaneNumber;positiveScore;negativeScore;collidedAirplaneNumbers;targetPositions;collisionPoint
11:27:16:308;0;0;;0;;0;0;;();(0.0, 0.0);
11:27:16:334;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:754;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:759;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:765;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:770;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:776;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:781;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:787;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:793;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:797;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:804;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:808;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:812;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:815;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:819;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:822;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:825;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:842;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:844;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:847;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:849;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:852;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:875;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:893;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:16:909;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:297;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:303;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:309;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:315;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:321;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:331;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:339;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:347;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:356;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:363;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:368;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:372;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:376;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:379;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:383;0;0;;0;;0;0;;();(-2000.0, -2000.0);
11:27:22:387;0;0;;0;;0;0;;();(-2000.0, -2000.0);
