%Timestamp,timestamp_write;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
03:29:57:536;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:551;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:567;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:583;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:598;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:605;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:614;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:622;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:630;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:638;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:645;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:651;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:657;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:664;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:670;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:677;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:683;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:693;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:702;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:712;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:720;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:729;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:738;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:746;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:754;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:764;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:773;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:782;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:795;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:804;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:817;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:834;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:849;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:866;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:903;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:926;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:945;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:960;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:57:979;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:018;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:027;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:037;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:058;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:075;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:090;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:108;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:140;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:159;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:173;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:191;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:221;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:246;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:263;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:280;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:846;03:29:58:842;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:859;03:29:58:858;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:869;03:29:58:868;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:879;03:29:58:878;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:892;03:29:58:889;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:903;03:29:58:901;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:913;03:29:58:911;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:924;03:29:58:923;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:937;03:29:58:935;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:949;03:29:58:948;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:961;03:29:58:960;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:974;03:29:58:973;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:984;03:29:58:983;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:58:994;03:29:58:993;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:004;03:29:59:003;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:014;03:29:59:014;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:025;03:29:59:024;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:035;03:29:59:034;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:047;03:29:59:045;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:055;03:29:59:054;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:063;03:29:59:062;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:070;03:29:59:069;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:078;03:29:59:077;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:085;03:29:59:084;0;2;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:093;03:29:59:092;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:100;03:29:59:100;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:108;03:29:59:107;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:121;03:29:59:119;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:135;03:29:59:134;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:144;03:29:59:143;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:152;03:29:59:151;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:189;03:29:59:188;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:203;03:29:59:201;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:214;03:29:59:213;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:226;03:29:59:225;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:240;03:29:59:238;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:251;03:29:59:249;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:269;03:29:59:268;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:286;03:29:59:284;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:304;03:29:59:302;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:320;03:29:59:319;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:337;03:29:59:336;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:372;03:29:59:371;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:390;03:29:59:387;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:407;03:29:59:406;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:426;03:29:59:425;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:441;03:29:59:440;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:458;03:29:59:457;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:494;03:29:59:491;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:512;03:29:59:511;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:531;03:29:59:529;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:547;03:29:59:546;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:564;03:29:59:563;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:581;03:29:59:579;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:598;03:29:59:597;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:619;03:29:59:616;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:640;03:29:59:637;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:658;03:29:59:657;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:694;03:29:59:691;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:714;03:29:59:712;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:731;03:29:59:728;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:748;03:29:59:747;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:768;03:29:59:765;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:786;03:29:59:785;0;14;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:803;03:29:59:802;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:822;03:29:59:820;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:840;03:29:59:839;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:860;03:29:59:858;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:878;03:29:59:876;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:899;03:29:59:896;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:917;03:29:59:915;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:954;03:29:59:951;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:972;03:29:59:970;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:29:59:990;03:29:59:989;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:008;03:30:00:006;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:025;03:30:00:024;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:043;03:30:00:041;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:061;03:30:00:059;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:080;03:30:00:077;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:102;03:30:00:099;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:118;03:30:00:116;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:152;03:30:00:150;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:169;03:30:00:167;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:186;03:30:00:185;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:205;03:30:00:203;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:223;03:30:00:221;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:239;03:30:00:238;0;8;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:256;03:30:00:254;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:291;03:30:00:288;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:311;03:30:00:308;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:338;03:30:00:336;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:353;03:30:00:352;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:365;03:30:00:364;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:384;03:30:00:382;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:403;03:30:00:400;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:424;03:30:00:422;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:440;03:30:00:438;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:456;03:30:00:454;0;2;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:491;03:30:00:489;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:510;03:30:00:508;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:527;03:30:00:525;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:548;03:30:00:546;0;11;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:567;03:30:00:565;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:585;03:30:00:583;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:603;03:30:00:601;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:623;03:30:00:621;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:641;03:30:00:639;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:661;03:30:00:658;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:680;03:30:00:678;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:700;03:30:00:698;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:718;03:30:00:716;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:753;03:30:00:751;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:773;03:30:00:771;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:791;03:30:00:790;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:811;03:30:00:808;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:829;03:30:00:828;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:849;03:30:00:847;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:867;03:30:00:864;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:887;03:30:00:884;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:905;03:30:00:903;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:925;03:30:00:923;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:944;03:30:00:941;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:963;03:30:00:960;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:00:981;03:30:00:980;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:003;03:30:01:000;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:024;03:30:01:021;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:040;03:30:01:038;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:059;03:30:01:056;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:077;03:30:01:075;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:112;03:30:01:110;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:132;03:30:01:130;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:151;03:30:01:148;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:231;03:30:01:230;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:247;03:30:01:246;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:260;03:30:01:258;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:270;03:30:01:269;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:285;03:30:01:283;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:310;03:30:01:308;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:323;03:30:01:321;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:341;03:30:01:338;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:355;03:30:01:354;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:365;03:30:01:364;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:378;03:30:01:376;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:391;03:30:01:390;0;8;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:405;03:30:01:403;0;5;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:423;03:30:01:422;0;9;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:442;03:30:01:439;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:459;03:30:01:458;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:477;03:30:01:475;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:513;03:30:01:510;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:533;03:30:01:532;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:552;03:30:01:550;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:572;03:30:01:570;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:591;03:30:01:589;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:606;03:30:01:605;0;15;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:624;03:30:01:622;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:640;03:30:01:639;0;0;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:657;03:30:01:655;0;10;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
03:30:01:691;03:30:01:690;0;4;-1.5;1;0;0;0;0;1;1;1;1;2;0;0;0;0;();(-2000.0, -2000.0);
