%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
08:14:27:159;08:14:27:122;1447960464.94;(0.3156218290328979, 0.2500198364257813);26.6919250488;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:176;08:14:27:122;1447960464.94;(0.3156218290328979, 0.2500198364257813);26.6919250488;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:192;08:14:27:189;1447960465.01;(0.3155250310897827, 0.25034069485134547);26.7145309448;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:209;08:14:27:189;1447960465.01;(0.3155250310897827, 0.25034069485134547);26.7145309448;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:225;08:14:27:189;1447960465.01;(0.3155250310897827, 0.25034069485134547);26.7145309448;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:259;08:14:27:253;1447960465.08;(0.3154544115066528, 0.25073962741427946);26.5514812469;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:275;08:14:27:253;1447960465.08;(0.3154544115066528, 0.25073962741427946);26.5514812469;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:292;08:14:27:253;1447960465.08;(0.3154544115066528, 0.25073962741427946);26.5514812469;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:308;08:14:27:253;1447960465.08;(0.3154544115066528, 0.25073962741427946);26.5514812469;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:325;08:14:27:321;1447960465.14;(0.31578061580657957, 0.25050667656792536);26.2472667694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:358;08:14:27:321;1447960465.14;(0.31578061580657957, 0.25050667656792536);26.2472667694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:375;08:14:27:321;1447960465.14;(0.31578061580657957, 0.25050667656792536);26.2472667694;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:391;08:14:27:385;1447960465.21;(0.31601738929748535, 0.2501825968424479);26.5963726044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:408;08:14:27:385;1447960465.21;(0.31601738929748535, 0.2501825968424479);26.5963726044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:428;08:14:27:385;1447960465.21;(0.31601738929748535, 0.2501825968424479);26.5963726044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:444;08:14:27:385;1447960465.21;(0.31601738929748535, 0.2501825968424479);26.5963726044;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:478;08:14:27:453;1447960465.28;(0.3154407501220703, 0.2505869547526042);26.8738059998;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:494;08:14:27:453;1447960465.28;(0.3154407501220703, 0.2505869547526042);26.8738059998;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:511;08:14:27:453;1447960465.28;(0.3154407501220703, 0.2505869547526042);26.8738059998;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:527;08:14:27:517;1447960465.34;(0.3157968521118164, 0.24999237060546875);26.9003925323;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:560;08:14:27:517;1447960465.34;(0.3157968521118164, 0.24999237060546875);26.9003925323;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:577;08:14:27:517;1447960465.34;(0.3157968521118164, 0.24999237060546875);26.9003925323;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:594;08:14:27:586;1447960465.41;(0.31559455394744873, 0.2501965840657552);27.2742671967;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:610;08:14:27:586;1447960465.41;(0.31559455394744873, 0.2501965840657552);27.2742671967;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:627;08:14:27:586;1447960465.41;(0.31559455394744873, 0.2501965840657552);27.2742671967;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:660;08:14:27:653;1447960465.48;(0.31610147953033446, 0.25049836900499134);26.6986045837;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:676;08:14:27:653;1447960465.48;(0.31610147953033446, 0.25049836900499134);26.6986045837;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:693;08:14:27:653;1447960465.48;(0.31610147953033446, 0.25049836900499134);26.6986045837;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:710;08:14:27:653;1447960465.48;(0.31610147953033446, 0.25049836900499134);26.6986045837;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:726;08:14:27:717;1447960465.54;(0.3158083438873291, 0.2507787068684896);26.6729068756;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:759;08:14:27:717;1447960465.54;(0.3158083438873291, 0.2507787068684896);26.6729068756;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:776;08:14:27:717;1447960465.54;(0.3158083438873291, 0.2507787068684896);26.6729068756;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:792;08:14:27:785;1447960465.61;(0.3157336235046387, 0.2504950629340278);26.454908371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:809;08:14:27:785;1447960465.61;(0.3157336235046387, 0.2504950629340278);26.454908371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:825;08:14:27:785;1447960465.61;(0.3157336235046387, 0.2504950629340278);26.454908371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:859;08:14:27:849;1447960465.68;(0.3155671119689941, 0.25020336574978297);26.7457542419;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:875;08:14:27:849;1447960465.68;(0.3155671119689941, 0.25020336574978297);26.7457542419;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:892;08:14:27:849;1447960465.68;(0.3155671119689941, 0.25020336574978297);26.7457542419;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:908;08:14:27:849;1447960465.68;(0.3155671119689941, 0.25020336574978297);26.7457542419;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:925;08:14:27:918;1447960465.74;(0.3154895544052124, 0.2500849405924479);26.9398612976;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:963;08:14:27:918;1447960465.74;(0.3154895544052124, 0.2500849405924479);26.9398612976;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:974;08:14:27:918;1447960465.74;(0.3154895544052124, 0.2500849405924479);26.9398612976;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:27:991;08:14:27:985;1447960465.81;(0.31592574119567873, 0.2504191080729167);26.2979545593;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:008;08:14:27:985;1447960465.81;(0.31592574119567873, 0.2504191080729167);26.2979545593;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:024;08:14:27:985;1447960465.81;(0.31592574119567873, 0.2504191080729167);26.2979545593;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:057;08:14:28:049;1447960465.88;(0.31584320068359373, 0.2502766927083333);26.3270206451;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:074;08:14:28:049;1447960465.88;(0.31584320068359373, 0.2502766927083333);26.3270206451;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:091;08:14:28:049;1447960465.88;(0.31584320068359373, 0.2502766927083333);26.3270206451;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:107;08:14:28:049;1447960465.88;(0.31584320068359373, 0.2502766927083333);26.3270206451;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
08:14:28:140;08:14:28:117;1447960465.94;(0.31588823795318605, 0.25017140706380203);26.5691566467;1.0;4;0;0;0;0;();(-2000.0, -2000.0);
