%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
12:02:51:729;1448277531.34;(0, 0);0;0;;;;;;;;;;;;;;0;0;0;;0;0;();();(0.0, 0.0);
12:02:57:727;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:760;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:777;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:793;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:810;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:827;12:02:57:701;1448277537.4;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:860;12:02:57:832;1448277537.47;(0.6131568431854248, 0.20042783949110243);32.9889564514;0.743297524159;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:877;12:02:57:832;1448277537.47;(0.6131568431854248, 0.20042783949110243);32.9889564514;0.743297524159;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:894;12:02:57:832;1448277537.47;(0.6131568431854248, 0.20042783949110243);32.9889564514;0.743297524159;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:912;12:02:57:900;1448277537.6;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:927;12:02:57:900;1448277537.6;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:960;12:02:57:900;1448277537.6;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:977;12:02:57:964;1448277537.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:57:994;12:02:57:964;1448277537.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:010;12:02:57:964;1448277537.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:027;12:02:57:964;1448277537.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:061;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:077;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:093;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:110;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:127;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:160;12:02:58:032;1448277537.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:177;12:02:58:163;1448277537.87;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:195;12:02:58:163;1448277537.87;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:211;12:02:58:163;1448277537.87;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:227;12:02:58:163;1448277537.87;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:260;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:277;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:294;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:311;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:327;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:360;12:02:58:232;1448277537.94;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:377;12:02:58:364;1448277538.0;(0.3149960279464722, 0.20350740220811636);23.7985363007;0.81541737289;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:394;12:02:58:364;1448277538.0;(0.3149960279464722, 0.20350740220811636);23.7985363007;0.81541737289;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:410;12:02:58:364;1448277538.0;(0.3149960279464722, 0.20350740220811636);23.7985363007;0.81541737289;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:427;12:02:58:364;1448277538.0;(0.3149960279464722, 0.20350740220811636);23.7985363007;0.81541737289;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:461;12:02:58:427;1448277538.07;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:477;12:02:58:427;1448277538.07;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:494;12:02:58:427;1448277538.07;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:511;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:528;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:561;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:578;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:594;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:611;12:02:58:496;1448277538.2;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:629;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:661;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:677;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:694;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:711;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:728;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:762;12:02:58:629;1448277538.34;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:777;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:794;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:811;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:828;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:861;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:877;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:895;12:02:58:764;1448277538.47;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:912;12:02:58:896;1448277538.54;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:928;12:02:58:896;1448277538.54;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:961;12:02:58:896;1448277538.54;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:978;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:58:995;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:012;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:028;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:062;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:078;12:02:58:964;1448277538.67;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:094;12:02:59:091;1448277538.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:111;12:02:59:091;1448277538.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:128;12:02:59:091;1448277538.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:161;12:02:59:091;1448277538.74;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:178;12:02:59:163;1448277538.8;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:194;12:02:59:163;1448277538.8;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:212;12:02:59:163;1448277538.8;(0, 0);0;0;;;;;;;;;;;;;;2;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:231;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:262;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:279;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:294;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:312;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:329;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:361;12:02:59:228;1448277538.94;(0.8768181800842285, 0.2881840176052517);20.6335430145;0.613115854965;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:378;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:395;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:411;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:428;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:461;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:478;12:02:59:362;1448277539.07;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:495;12:02:59:492;1448277539.14;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:512;12:02:59:492;1448277539.14;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:528;12:02:59:492;1448277539.14;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:562;12:02:59:556;1448277539.2;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:579;12:02:59:556;1448277539.2;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
12:02:59:595;12:02:59:556;1448277539.2;(0, 0);0;0;;;;;;;;;;;;;;4;0;0;;0;0;();();(-2000.0, -2000.0);
