%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
04:23:05:318;04:23:05:317;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:250;1447946582.92;(0.3214555025100708, 0.8099777645534939);35.6967277527;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:321;04:23:05:321;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:323;04:23:05:323;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:326;04:23:05:326;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:328;04:23:05:328;0;0;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:330;04:23:05:330;0;9;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:332;04:23:05:332;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:334;04:23:05:334;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:336;04:23:05:336;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:341;04:23:05:341;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:344;04:23:05:344;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:358;04:23:05:358;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:376;04:23:05:376;0;5;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:318;1447946582.99;(0.32181081771850584, 0.8097692701551649);35.7979011536;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:391;04:23:05:391;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:386;1447946583.05;(0.32132740020751954, 0.8097877078586154);35.6219367981;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:408;04:23:05:408;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:386;1447946583.05;(0.32132740020751954, 0.8097877078586154);35.6219367981;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:441;04:23:05:441;0;5;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:386;1447946583.05;(0.32132740020751954, 0.8097877078586154);35.6219367981;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:458;04:23:05:458;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:454;1447946583.12;(0.3213840961456299, 0.8097358279758029);35.8550376892;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:474;04:23:05:474;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:454;1447946583.12;(0.3213840961456299, 0.8097358279758029);35.8550376892;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:491;04:23:05:491;0;9;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:454;1447946583.12;(0.3213840961456299, 0.8097358279758029);35.8550376892;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:507;04:23:05:507;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:454;1447946583.12;(0.3213840961456299, 0.8097358279758029);35.8550376892;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:541;04:23:05:541;0;0;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:518;1447946583.19;(0.3215388059616089, 0.8094369676378038);35.8347816467;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:557;04:23:05:557;0;9;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:518;1447946583.19;(0.3215388059616089, 0.8094369676378038);35.8347816467;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:573;04:23:05:573;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:518;1447946583.19;(0.3215388059616089, 0.8094369676378038);35.8347816467;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:591;04:23:05:591;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:586;1447946583.25;(0.3214291572570801, 0.8093528535630967);36.6742591858;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:607;04:23:05:607;0;0;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:586;1447946583.25;(0.3214291572570801, 0.8093528535630967);36.6742591858;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:641;04:23:05:641;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:586;1447946583.25;(0.3214291572570801, 0.8093528535630967);36.6742591858;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:657;04:23:05:657;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:654;1447946583.32;(0.32194597721099855, 0.8098235024346245);35.6046867371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:673;04:23:05:673;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:654;1447946583.32;(0.32194597721099855, 0.8098235024346245);35.6046867371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:691;04:23:05:691;0;5;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:654;1447946583.32;(0.32194597721099855, 0.8098235024346245);35.6046867371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:706;04:23:05:706;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:654;1447946583.32;(0.32194597721099855, 0.8098235024346245);35.6046867371;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:739;04:23:05:739;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:719;1447946583.39;(0.32155427932739256, 0.8102600521511502);36.2393913269;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:757;04:23:05:757;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:719;1447946583.39;(0.32155427932739256, 0.8102600521511502);36.2393913269;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:772;04:23:05:772;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:719;1447946583.39;(0.32155427932739256, 0.8102600521511502);36.2393913269;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:789;04:23:05:789;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:786;1447946583.45;(0.32179574966430663, 0.8095639334784613);35.439994812;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:822;04:23:05:822;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:786;1447946583.45;(0.32179574966430663, 0.8095639334784613);35.439994812;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:839;04:23:05:839;0;9;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:786;1447946583.45;(0.32179574966430663, 0.8095639334784613);35.439994812;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:855;04:23:05:855;0;5;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:854;1447946583.52;(0.3218357086181641, 0.8095492257012261);35.7010536194;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:873;04:23:05:873;0;9;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:854;1447946583.52;(0.3218357086181641, 0.8095492257012261);35.7010536194;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:888;04:23:05:888;0;15;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:854;1447946583.52;(0.3218357086181641, 0.8095492257012261);35.7010536194;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:921;04:23:05:921;0;4;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:854;1447946583.52;(0.3218357086181641, 0.8095492257012261);35.7010536194;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
04:23:05:938;04:23:05:938;0;10;-1.5;1;0;0;0;0;1;1;1;1;04:23:05:922;1447946583.59;(0.3213369846343994, 0.8096022288004557);35.7608108521;1.0;2;0;0;0;0;();(-2000.0, -2000.0);
