%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
04:26:59:734;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(0.0, 0.0);
04:26:59:736;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:736;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:737;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:26:59:738;04:26:59:688;1448034177.76;(0.6361732006072998, 0.6654502232869466);68.0253295898;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
