%Timestamp,timestamp_write;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
03:36:34:868;;;;;;;;;;;;;;2;0;0;0;0;();(0.0, 0.0);
03:36:34:897;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:020;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:023;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:026;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:028;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:031;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:034;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:187;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:191;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:196;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:201;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:206;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:211;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:215;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:219;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:225;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:228;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:242;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:258;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:290;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:306;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:323;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:340;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:372;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:35:389;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:048;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:051;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:054;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:058;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:061;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:064;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:068;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:072;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:076;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:079;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:082;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:085;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:088;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:091;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:094;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:097;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:100;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:107;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:110;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:113;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:124;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:157;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:173;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:190;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:207;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:223;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:256;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:273;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:289;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:306;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:324;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:357;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:374;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:390;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:407;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:423;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:456;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:473;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:497;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:515;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:532;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:548;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:565;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:598;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
03:36:37:615;;;;;;;;;;;;;;2;0;0;0;0;();(-2000.0, -2000.0);
