%Timestamp,timestamp_write;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
11:22:57:815;2;0;0;;0;0;();();(0.0, 0.0);
11:22:57:835;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:57:925;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:57:925;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:57:925;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:035;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:055;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:075;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:105;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:125;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:135;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:155;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:175;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:205;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:225;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:235;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:255;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:275;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:305;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:325;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:22:58:335;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:765;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:775;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:795;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:815;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:825;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:865;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:875;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:895;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:905;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:945;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:955;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:975;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:03:995;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:015;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:045;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:065;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:075;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:095;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:105;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:145;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:155;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:175;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:195;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:205;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:245;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:255;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:275;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:295;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:305;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:345;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:355;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:375;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:395;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:405;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:445;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:455;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:475;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:495;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:525;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:545;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:555;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:575;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:585;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:615;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:635;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:655;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:675;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:695;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:725;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:735;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:755;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:775;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:785;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:825;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:835;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:855;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:875;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:885;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:925;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:935;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:955;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:04:975;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:005;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:025;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:035;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:055;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:075;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:105;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:115;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:135;2;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:155;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:165;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:205;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:215;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:235;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:255;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:275;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:305;4;0;0;;0;0;();();(-2000.0, -2000.0);
11:23:05:315;4;0;0;;0;0;();();(-2000.0, -2000.0);
