%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;timestamp_gotbitdata;CRC;SEQ;AnalogOutp1;AnalogOutp2;AnalogOutp3;AnalogOutp4;AnalogOutp5;AnalogOutp6;DigitalOutp1;DigitalOutp2;igitalOutp3;DigitalOutp4;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
09:12:11:981;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:981;0;9;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:984;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:984;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:985;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:985;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:986;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:986;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:988;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:988;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:989;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:989;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:990;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:990;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:991;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:991;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:993;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:993;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:994;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:994;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:995;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:995;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:997;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:997;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:11:998;09:12:11:940;1448051289.91;(0.4379164695739746, 0.41187739902072484);59.6214904785;1.0;09:12:11:998;0;15;-1.2741935483871;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:020;09:12:12:007;1448051289.97;(0.4363094329833984, 0.4141034868028429);59.7217750549;1.0;09:12:12:020;0;5;-1.30645161290323;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:036;09:12:12:007;1448051289.97;(0.4363094329833984, 0.4141034868028429);59.7217750549;1.0;09:12:12:036;0;5;-1.30645161290323;1;1.17302052785924;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:052;09:12:12:007;1448051289.97;(0.4363094329833984, 0.4141034868028429);59.7217750549;1.0;09:12:12:052;0;5;-1.24516129032258;1.00097847358121;1.46627565982405;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:086;09:12:12:077;1448051290.04;(0.4355002880096436, 0.41386549207899304);59.6703071594;1.0;09:12:12:086;0;15;-1.3;1;0.879765395894428;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:103;09:12:12:077;1448051290.04;(0.4355002880096436, 0.41386549207899304);59.6703071594;1.0;09:12:12:103;0;9;-1.34516129032258;1;0.684261974584555;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:120;09:12:12:077;1448051290.04;(0.4355002880096436, 0.41386549207899304);59.6703071594;1.0;09:12:12:120;0;15;-1.39354838709677;1;0.586510263929619;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:137;09:12:12:077;1448051290.04;(0.4355002880096436, 0.41386549207899304);59.6703071594;1.0;09:12:12:137;0;4;-1.45161290322581;1;0.0977517106549365;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:153;09:12:12:140;1448051290.11;(0.43369858264923095, 0.4102961646185981);60.1574554443;1.0;09:12:12:153;0;15;-1.45483870967742;1;0.0977517106549365;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:187;09:12:12:140;1448051290.11;(0.43369858264923095, 0.4102961646185981);60.1574554443;1.0;09:12:12:187;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:203;09:12:12:140;1448051290.11;(0.43369858264923095, 0.4102961646185981);60.1574554443;1.0;09:12:12:203;0;5;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:220;09:12:12:204;1448051290.17;(0.4231788396835327, 0.31074447631835933);38.2932891846;0.613889271687;09:12:12:220;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:237;09:12:12:204;1448051290.17;(0.4231788396835327, 0.31074447631835933);38.2932891846;0.613889271687;09:12:12:237;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:253;09:12:12:204;1448051290.17;(0.4231788396835327, 0.31074447631835933);38.2932891846;0.613889271687;09:12:12:253;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:286;09:12:12:271;1448051290.24;(0.4036136865615845, 0.4188886430528429);60.2274055481;0.816102143594;09:12:12:286;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:303;09:12:12:271;1448051290.24;(0.4036136865615845, 0.4188886430528429);60.2274055481;0.816102143594;09:12:12:303;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:320;09:12:12:271;1448051290.24;(0.4036136865615845, 0.4188886430528429);60.2274055481;0.816102143594;09:12:12:320;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:336;09:12:12:271;1448051290.24;(0.4036136865615845, 0.4188886430528429);60.2274055481;0.816102143594;09:12:12:336;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:351;09:12:12:339;1448051290.31;(0.4073699951171875, 0.4195094638400607);60.1450958252;0.896247906247;09:12:12:351;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:386;09:12:12:339;1448051290.31;(0.4073699951171875, 0.4195094638400607);60.1450958252;0.896247906247;09:12:12:386;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:404;09:12:12:403;1448051290.34;(0.4092526912689209, 0.42005420260959203);59.9373321533;0.836832623962;09:12:12:404;0;0;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:420;09:12:12:404;1448051290.37;(0.4111882209777832, 0.41949768066406246);59.9405784607;0.801656669654;09:12:12:420;0;0;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:436;09:12:12:404;1448051290.37;(0.4111882209777832, 0.41949768066406246);59.9405784607;0.801656669654;09:12:12:436;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:453;09:12:12:404;1448051290.37;(0.4111882209777832, 0.41949768066406246);59.9405784607;0.801656669654;09:12:12:453;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:470;09:12:12:404;1448051290.37;(0.4111882209777832, 0.41949768066406246);59.9405784607;0.801656669654;09:12:12:470;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:504;09:12:12:472;1448051290.41;(0.413266921043396, 0.4185025533040364);59.7030067444;0.815447088819;09:12:12:504;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:520;09:12:12:472;1448051290.41;(0.413266921043396, 0.4185025533040364);59.7030067444;0.815447088819;09:12:12:520;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:537;09:12:12:536;1448051290.47;(0.4174597501754761, 0.4144315507676867);59.4953422546;0.997940247935;09:12:12:537;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:553;09:12:12:536;1448051290.47;(0.4174597501754761, 0.4144315507676867);59.4953422546;0.997940247935;09:12:12:553;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:586;09:12:12:536;1448051290.47;(0.4174597501754761, 0.4144315507676867);59.4953422546;0.997940247935;09:12:12:586;0;4;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:603;09:12:12:536;1448051290.47;(0.4174597501754761, 0.4144315507676867);59.4953422546;0.997940247935;09:12:12:603;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:621;09:12:12:604;1448051290.57;(0.38084566593170166, 0.40856403774685335);60.3007926941;1.0;09:12:12:621;0;15;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
09:12:12:637;09:12:12:604;1448051290.57;(0.38084566593170166, 0.40856403774685335);60.3007926941;1.0;09:12:12:637;0;10;-1.5;1;0;0;0;0;1;1;1;1;0;0;0;;0;0;();();(-2000.0, -2000.0);
