%Timestamp,timestamp_write;nplanes;lastaction;lastactiondetails;positivescore;negativescore;targetpositions;collision_point
09:15:33:100;2;0;0;0;0;();(0.0, 0.0);
09:15:33:129;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:197;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:200;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:202;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:385;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:386;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:388;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:391;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:394;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:395;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:397;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:399;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:401;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:405;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:427;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:444;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:460;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:477;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:494;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:528;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:548;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:575;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:576;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:595;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:33:614;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:988;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:989;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:991;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:993;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:996;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:998;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:38:999;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:001;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:003;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:005;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:006;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:008;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:009;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:011;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:012;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:014;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:018;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:019;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:036;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:051;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:084;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:101;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:118;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:134;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:151;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:184;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:201;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:218;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:234;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:255;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:272;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:305;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:322;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:338;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:355;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:372;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:390;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:424;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:442;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:460;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:477;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:493;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:510;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:543;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:560;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:576;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:593;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:638;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:642;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:656;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:672;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:706;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:722;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:739;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:755;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:772;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:805;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:822;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:840;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:858;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:874;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:891;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:925;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:941;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:957;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:974;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:39:990;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:023;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:040;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:061;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:077;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:094;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:111;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:144;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:160;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:177;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:193;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:210;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:243;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:261;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:277;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:294;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:311;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:344;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:361;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:377;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:393;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:410;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:443;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:460;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:478;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:495;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:512;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:545;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:561;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:579;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:595;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:611;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:644;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:661;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:677;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:694;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:710;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:744;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:760;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:777;2;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:800;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:811;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:845;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:861;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:879;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:895;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:911;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:945;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:960;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:977;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:40:995;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:010;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:043;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:060;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:077;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:105;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:120;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:138;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:155;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:171;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:221;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:223;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:237;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:254;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:271;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:304;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:320;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:337;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:355;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:370;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:403;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:420;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:437;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:453;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:486;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:503;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:520;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:536;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:552;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:585;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:602;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:619;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:635;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:652;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:685;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:701;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:718;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:735;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:752;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:784;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:802;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:817;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:834;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:851;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:884;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:900;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:917;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:933;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:950;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:41:983;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:000;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:016;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:033;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:066;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:084;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:099;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:116;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:132;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:165;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:182;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:198;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:215;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:232;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:266;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:281;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:298;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:314;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:331;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:364;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:381;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:397;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:414;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:430;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:463;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:480;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:497;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:513;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:531;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:563;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:579;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:596;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:613;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:646;4;0;0;0;0;();(-2000.0, -2000.0);
09:15:42:662;4;0;0;0;0;();(-2000.0, -2000.0);
