%Timestamp,timestamp_write;timestamp_gotpupil;eyetrackertime;norm_pos;diameter;confidence;nplanes;lastaction;lastactiondetails;lastactionairplanenumber;positivescore;negativescore;collidedairplanenumbers;targetpositions;collision_point
04:27:26:420;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(0.0, 0.0);
04:27:26:424;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:424;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:424;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:424;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:425;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:425;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:425;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:426;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:426;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:426;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:426;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:427;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:427;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:427;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:427;04:27:26:389;1448034204.46;(0.6451868534088134, 0.609952163696289);65.7447052002;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:436;04:27:26:429;1448034204.49;(0.6450639247894288, 0.6098378075493707);65.844619751;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:453;04:27:26:429;1448034204.49;(0.6450639247894288, 0.6098378075493707);65.844619751;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:469;04:27:26:429;1448034204.49;(0.6450639247894288, 0.6098378075493707);65.844619751;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:502;04:27:26:473;1448034204.53;(0.6452922821044922, 0.6099661933051215);65.4489364624;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:519;04:27:26:513;1448034204.56;(0.6452487468719482, 0.610058339436849);66.0854797363;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:536;04:27:26:513;1448034204.56;(0.6452487468719482, 0.610058339436849);66.0854797363;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:552;04:27:26:513;1448034204.56;(0.6452487468719482, 0.610058339436849);66.0854797363;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:568;04:27:26:558;1448034204.59;(0.5048580169677734, 0.9327117337120904);27.6855697632;0.721601743797;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:601;04:27:26:596;1448034204.63;(0, 0);0;0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:618;04:27:26:596;1448034204.63;(0, 0);0;0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:635;04:27:26:596;1448034204.63;(0, 0);0;0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:652;04:27:26:637;1448034204.67;(0.6002750396728516, 0.6701774597167969);65.4493179321;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:668;04:27:26:637;1448034204.67;(0.6002750396728516, 0.6701774597167969);65.4493179321;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:701;04:27:26:637;1448034204.67;(0.6002750396728516, 0.6701774597167969);65.4493179321;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:718;04:27:26:637;1448034204.67;(0.6002750396728516, 0.6701774597167969);65.4493179321;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:733;04:27:26:721;1448034204.7;(0.6007761478424072, 0.6753016789754231);64.6270523071;0.919495625357;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:751;04:27:26:721;1448034204.7;(0.6007761478424072, 0.6753016789754231);64.6270523071;0.919495625357;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:768;04:27:26:761;1448034204.8;(0.6042594909667969, 0.6825241300794813);64.6207580566;0.981594648551;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:800;04:27:26:761;1448034204.8;(0.6042594909667969, 0.6825241300794813);64.6207580566;0.981594648551;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:817;04:27:26:806;1448034204.86;(0.60470552444458, 0.6831378089057074);64.2065811157;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:834;04:27:26:806;1448034204.86;(0.60470552444458, 0.6831378089057074);64.2065811157;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:853;04:27:26:853;1448034204.93;(0.6052240371704102, 0.6836466259426541);63.0097808838;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:866;04:27:26:853;1448034204.93;(0.6052240371704102, 0.6836466259426541);63.0097808838;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:899;04:27:26:853;1448034204.93;(0.6052240371704102, 0.6836466259426541);63.0097808838;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:917;04:27:26:853;1448034204.93;(0.6052240371704102, 0.6836466259426541);63.0097808838;1.0;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:933;04:27:26:930;1448034204.96;(0.6063920021057129, 0.6788142098320855);64.8293380737;0.821960239157;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:950;04:27:26:930;1448034204.96;(0.6063920021057129, 0.6788142098320855);64.8293380737;0.821960239157;0;0;0;;0;0;();();(-2000.0, -2000.0);
04:27:26:965;04:27:26:930;1448034204.96;(0.6063920021057129, 0.6788142098320855);64.8293380737;0.821960239157;0;0;0;;0;0;();();(-2000.0, -2000.0);
